	exp_with_feature_sel_1	exp_with_feature_sel_2	exp_with_feature_sel_3	exp_with_feature_sel_4	exp_with_feature_sel_5	exp_with_feature_sel_6	exp_with_feature_sel_7	exp_with_feature_sel_8	exp_with_feature_sel_9	exp_with_feature_sel_10	exp_with_feature_sel_11	exp_with_feature_sel_12	exp_with_feature_sel_13	exp_with_feature_sel_14	exp_with_feature_sel_15	exp_with_feature_sel_16	exp_with_feature_sel_17	exp_with_feature_sel_18	exp_with_feature_sel_19	exp_with_feature_sel_20
rgu_____________A	0.8251293179553134	0.8122960519256927	0.7589232676723449	0.7429749403319161	0.7839693112304995	0.6785977920686024	0.7053463640016215	0.7388170069919453	0.8240446790045012	0.7004826436178777	0.814856789700401	0.7581722343847003	0.8334806491707034	0.8053802822137225	0.7942973241708224	0.789539137030017	0.7702215004234331	0.7949200242161032	0.8119695921146004	0.7722278115762826
and_____________A	0.6892623536378785	0.6283733384784731	0.621704544736806	0.7344552653139444	0.7793149347174775	0.6456679445355676	0.7016443968459805	0.7220780760627981	0.7074202696980052	0.693659346616274	0.632268572714964	0.6219460262978388	0.6526164008191698	0.632868805113768	0.64595815020005	0.7059102921536512	0.7574935497912115	0.676449360189802	0.7166676198889758	0.5390073555660213
prd_____________A	0.7385806471501083	0.6957377064857535	0.6220648049153579	0.7687722760766028	0.7990358555288939	0.732525369676765	0.7095968862257065	0.7741063696521703	0.7485329967269683	0.721134633553626	0.6564999070093407	0.667881209198913	0.7175555959040302	0.6788022557804476	0.6727176260989655	0.7450813373828976	0.7954877669350322	0.7095077087447605	0.7546505651089884	0.5930013074829453
anf_____________A	0.8354038710542493	0.8271104165743495	0.8016813111768957	0.7098150614057356	0.7646769179655807	0.5949442900133918	0.6920249234512242	0.6847814368318368	0.8288330774214573	0.672920910683672	0.8538857962004806	0.7723373282232633	0.8465871788193269	0.8325043923220762	0.8210006342121112	0.7859814269121036	0.7304667572885957	0.8099970168866756	0.8183436296026189	0.8007519343124105
prf_____________A	0.6024726541004309	0.6656842769717433	0.6054280266479362	0.7413961242112896	0.8169198409308828	0.7588868358080145	0.6764185362353563	0.7313531678254801	0.7437782796864513	0.651312125658405	0.644215120435297	0.45225385408433655	0.6999524791032737	0.5989421403734906	0.6674324344926673	0.5710925748480478	0.6874793072973157	0.6461494186566707	0.663800916864785	0.5055689540826106
gxx_____________A	0.7368893591827307	0.6933933527860942	0.6221345437468665	0.7675805764277698	0.7983581261978225	0.7299230886735957	0.7094978822540448	0.7724240556862206	0.7473476721457248	0.7202078609072715	0.655691040882842	0.6663162194427533	0.7154225685086373	0.677155027423702	0.6719962099335517	0.7437290965913064	0.7942642396445617	0.7084160054193891	0.753294099540804	0.5912547533822012
frc_____________A	0.35334975716125006	0.31941258975789355	0.2539173940489856	0.38252441161542056	0.36501715001308116	0.6735118539092426	0.263336108022149	0.39011536142476055	0.7210985762221657	0.32298599952875967	0.22413926438275536	0.4475221865691132	0.3375925797755585	0.3115381122607887	0.29103503843335077	0.3931514580376654	0.30399774848877303	0.27949543753438705	0.28468044419523997	0.5629110135790778
fra_____________A	0.01670321745929784	0.08303996931119689	0.01778573928694315	0.01712250587542053	0.012778211986271914	0.005022295371117024	0.007604332122571357	0.011033693085005064	0.008838604628221015	0.008942773245538195	0.065072002156531	0.02784679314721325	0.023218614787664144	0.03860209343347468	0.014949577835242814	0.01135395704540774	0.015758943883159876	0.029402553253402738	0.012249570166909338	0.01206134110096878
anb_____________A	0.7891503213280133	0.7958859824049992	0.8030499188581943	0.6222306415127672	0.711439558307283	0.40255629526667613	0.6406879601358126	0.5441701235536823	0.7409376983788609	0.5955813383597203	0.8495395519726108	0.717278124632236	0.7902246261657477	0.8100767645694505	0.7941540151901334	0.7012377951875916	0.6055527510773653	0.7720292104953499	0.8128658357990103	0.7247381264236401
frd_____________A	0.48015554892665324	0.6655537399452691	0.3349692864518094	0.4932020418440149	0.5429316580772877	0.6941178844549705	0.4957876054237577	0.5927281767430079	0.6168259399927298	0.6165498565579485	0.6460075661754513	0.6496431506416531	0.5414862719196007	0.5049169313921303	0.6610814535602837	0.5433258223835611	0.7631011507325226	0.6957219969261706	0.7386542271435291	0.44765733618834497
frk_____________A	0.5506554129733049	0.46914903493247867	0.5851259252562615	0.6278811890642164	0.7131108840931191	0.4589803293384436	0.6597367223877789	0.5851659931591707	0.5713715204519701	0.6031906583025641	0.5663416261135958	0.4878053802399055	0.5026716369715708	0.5000275399536813	0.5583049056743973	0.5963293039133861	0.6613891286404903	0.5794591401237655	0.6186102128754989	0.3753639128575206
fri_____________R	0.32277997196291225	0.2790790233296872	0.39804908051548454	0.6278811890642164	0.36821401807336185	0.17558041256990825	0.4177215040279209	0.3960491447708267	0.27110611769360565	0.35117789421122564	0.3232566727578077	0.20041731127211815	0.2390794468452974	0.2971134020523459	0.28743960488255765	0.5963293039133861	0.47590246026512617	0.30421856110660805	0.33401193543508756	0.1888390824712214
anc_____________A	0.7398359424931681	0.7136326175932493	0.6220014419481417	0.7696556850657815	0.7995366956734579	0.7026526964356863	0.7096621835859934	0.7753575120088501	0.6732899219006065	0.7218192579957001	0.6571009079632117	0.669041160800707	0.7191457880625783	0.6800238024478849	0.6732461839870937	0.660611887622596	0.7228892420817488	0.7103169340731609	0.7787034736026553	0.594290407326337
fro_____________A	0.19337896289742595	0.1757815385097311	0.18671673761320837	0.22767027289122416	0.24372662051088545	0.4604405010817987	0.18395236984099006	0.22112759858486486	0.5713715204519701	0.20067834751376473	0.15561176715078073	0.2759456072289156	0.19240145897277153	0.16834544432134835	0.18472876138981054	0.24605831139823553	0.18735978545428186	0.16727151641597518	0.18256070215341905	0.3753639128575206
frm_____________A	0.5506554129733049	0.46914903493247867	0.5851259252562615	0.6278811890642164	0.7131108840931191	0.4589803293384436	0.6597367223877789	0.5851659931591707	0.5530276599832323	0.6031906583025641	0.5663416261135958	0.4878053802399055	0.5026716369715708	0.5000275399536813	0.5583049056743973	0.5963293039133861	0.6435229179694781	0.5794591401237655	0.6186102128754989	0.3753639128575206
frs_____________A	0.1368514155518912	0.2288111667885907	0.13215930604674817	0.06251388907604895	0.2400531594102781	0.2578965345312862	0.1437599752741032	0.16539756280806792	0.21975408539630154	0.22181904542907352	0.25014531371276244	0.3188997922418449	0.20265429157154896	0.23457519416347475	0.24739239968243917	0.15091463939341923	0.37032038165892744	0.35395793831230743	0.3460305011537649	0.1761420660140078
frr_____________A	0.2589173211056973	0.211722268658618	0.4826110152272166	0.13707105629645425	0.30313417516468455	0.09869102750323529	0.09748092555989754	0.1219878884523494	0.20471093461227569	0.11865774083994268	0.27473296806904784	0.18034990693444364	0.3384333557478788	0.3254653490406904	0.1715630886484129	0.30515173034892384	0.18970319681285142	0.2233426391241974	0.23485947575977445	0.2993186118617649
frq_____________A	0.6519863235967175	0.5861086117354317	0.6118218755062425	0.7058196980299671	0.7614291185740194	0.6077583908948938	0.6946671536184075	0.6908474941817825	0.6788452083767573	0.6696426733354249	0.6162334883863365	0.5862110382687549	0.6180422115110422	0.5936368879112296	0.6276924656126143	0.6772466424789345	0.736768026302131	0.6523566214531271	0.6897945257342234	0.495990328139529
frp_____________A	0.5607512547898643	0.46444082071207143	0.43584765474474857	0.35888043685495924	0.5691454713874867	0.348563442260704	0.37063654801310264	0.45061219877898107	0.5693321737525808	0.39348216354324744	0.4562306229902557	0.4569501686510765	0.6548331454808232	0.557748623895989	0.4738227758937618	0.4394372490484815	0.5116996866583892	0.5261427797438235	0.5499681597040282	0.48947855268094237
frt_____________A	0.6359081339666666	0.8279193923940042	0.5329158934440041	0.4313200280863997	0.4944544871719443	0.602840321625979	0.4727675983371683	0.5136013407390736	0.7414568671974244	0.5618848148035481	0.8540424207820267	0.7713102999447624	0.7543281690619172	0.7153018824661358	0.8222297917364315	0.6146399542512977	0.7343229171151006	0.8102013543889557	0.8179231862507786	0.6888588082052459
fry_____________A	0.11626464995237847	0.11193566983647373	0.08636218394934095	0.05161688049782323	0.13382414716975768	0.039420949119732526	0.08239172699224816	0.06458566501150485	0.0664820248832647	0.10303736774878554	0.03612078316323245	0.13648764321187826	0.10238563789676501	2.325587235526313e-23	0.1469288731315668	0.21165557198511215	0.12797818339304184	0.1835171632458596	0.10948789506942513	0.22046929062923748
pro_____________A	0.5506554129733049	0.46914903493247867	0.5851259252562615	0.6278811890642164	0.7131108840931191	0.4589803293384436	0.6597367223877789	0.5851659931591707	0.5530276599832323	0.6031906583025641	0.5663416261135958	0.4878053802399055	0.5026716369715708	0.5000275399536813	0.5583049056743973	0.5963293039133861	0.6435229179694781	0.5794591401237655	0.6186102128754989	0.3753639128575206
rge_____________A	0.6035465523919362	0.5172473448418177	0.605806200039224	0.6715351097498037	0.7419052949940694	0.4975924001834218	0.670500328936608	0.6202121337848046	0.6083120316118993	0.6394575529796697	0.5849500491215478	0.5352015812442407	0.5348501438228626	0.5594129712400525	0.5821669705613478	0.6354850542734061	0.6820571875322954	0.611663297004141	0.6552557847090796	0.42790679622829775
