	exp_with_feature_sel_1	exp_with_feature_sel_2	exp_with_feature_sel_3	exp_with_feature_sel_4	exp_with_feature_sel_5	exp_with_feature_sel_6	exp_with_feature_sel_7	exp_with_feature_sel_8	exp_with_feature_sel_9	exp_with_feature_sel_10	exp_with_feature_sel_11	exp_with_feature_sel_12	exp_with_feature_sel_13	exp_with_feature_sel_14	exp_with_feature_sel_15	exp_with_feature_sel_16	exp_with_feature_sel_17	exp_with_feature_sel_18	exp_with_feature_sel_19	exp_with_feature_sel_20
den_____________A	0.02845329783204097	0.050970882813941194	0.08171923398246933	0.027994773687657896	0.03080659705213635	0.03974705127435321	0.0402015838190672	0.0675444749036768	0.03152697192144807	0.0371368673874386	0.051133354486973565	0.04017304519454295	0.05242864088463889	0.055884436620174595	0.07455081195101856	0.053671416207796245	0.03345909481088069	0.02809569070959833	0.04955473360095464	0.029700390188084003
kok_____________A	0.5064444623838364	0.6321540531818314	0.5533213530642427	0.5193286838272962	0.43542178212694505	0.7237456099529045	0.46691788944828244	0.6167426974091279	0.14677151864056456	0.5822791499571277	0.24034121971959232	0.4305558547155274	0.6524416773343492	0.37105070520589084	0.6757794872774642	0.5574173389520153	0.3325035046443682	0.3427488099025372	0.7113861601701843	0.30436716042551265
kom_____________A	0.6724270608110743	0.6763646778374474	0.5886451623805204	0.520514921913299	0.47046362409914266	0.7245272594499398	0.6824173578316697	0.8700742746760158	0.32406630973419454	0.17046330602897927	0.6985960316892595	0.5826079184942715	0.5938301522778701	0.6248588159350907	0.8781924123533259	0.676835904524631	0.5882497379299402	0.1374524436963342	0.7223035546713816	0.2960224127961635
kon_____________A	0.4440862836199081	0.40497056140241544	0.5280597451316164	0.4801828288087129	0.468397310389477	0.4518481780635428	0.5440491527504293	0.8606260518043948	0.11026886436901523	0.32108624681772546	0.5880640192887264	0.4421100214836864	0.25075994971605625	0.2698049555453153	0.7289982283637391	0.5577513572443626	0.6041925749804884	0.24965318560543792	0.534376733081446	0.2675655385801658
iku_____________A	0.5604211777579905	0.3407849050943127	0.6971211734869319	0.3035660281225564	0.40321211727881906	0.2636590217561755	0.5005797435320178	0.47620060486343796	0.41094175253123166	0.5039103904519514	0.7692792459382272	0.31318592443537735	0.48683496072566823	0.3907914822495211	0.23554000260662084	0.4716166888740475	0.7056519085520023	0.6601898981000576	0.37202409178331686	0.5159618053352419
ful_____________A	0.8648598988238598	0.6614690553307798	0.6098487955994181	0.6936150376921871	0.4934157821382847	0.7195655353333467	0.5872060485496917	0.8878542369607022	0.8032850948940372	0.2735126463510928	0.6391379359935868	0.6306589979834408	0.5963208178768067	0.8986865757744805	0.8792883026644942	0.7334746934331254	0.5582915935015054	0.4181289033625223	0.6555651847873619	0.30632229023130864
bik_____________A	0.3371334264370005	0.3748317890818866	0.4837263782417875	0.3318665420783416	0.41442911522265524	0.4776224438275371	0.37689620676739916	0.7520174618280322	0.27448631261965767	0.22648037259212578	0.572170359976211	0.688890556462322	0.21201065073438316	0.2418711374638721	0.5463550220864053	0.5101233293872751	0.42714634565570136	0.17432713344943185	0.44266579631144515	0.3433975593203224
zha_____________A	0.2748999514277072	0.5583562109532705	0.7649118946723481	0.6465022241905487	0.2403009711792537	0.6626347554818423	0.345185453902378	0.7267700244707093	0.5154420912423686	0.23783473647283332	0.29880229739036457	0.7011141518148782	0.726982639881853	0.58790137719215	0.7710345612959172	0.4979734350878008	0.17711084835111596	0.18245340815411812	0.651038426701838	0.6216879256970488
zho_____________A	0.9578465794296598	0.8533033619039301	0.890879812228345	0.7451161457443959	0.7756583725376314	0.9505648497093786	0.8489455617023237	0.9748911194939208	0.9112044166983068	0.6826765793758566	0.8922604462807783	0.848809755222013	0.8276678285020965	0.9650478239164133	0.9547817513408472	0.9448293242571347	0.8610224581390992	0.8089523170081583	0.8892942719279889	0.6846207309538425
chm_____________A	0.20996501887428268	0.1581054134497373	0.39895974450789856	0.29365567664651815	0.1961318511095142	0.2570006715287902	0.31538224213705673	0.47346751973443524	0.19621112222888526	0.19317057046822994	0.4658503454522839	0.21773703016419005	0.18115861290125765	0.3791329412878945	0.2179233076156127	0.4682142130437157	0.3062302119833088	0.15220423087200322	0.20863259385144634	0.14760217879738924
que_____________A	0.6828138607537294	0.34810764360280955	0.3807737242711722	0.5800312726919122	0.49336135068529746	0.44913617113742327	0.39424098997701174	0.7310506775606896	0.23701483652216238	0.19700698825086185	0.5117237362269229	0.6875458469514382	0.2531240401223506	0.17789031167568536	0.5484972433611166	0.4676324084226366	0.4332837901495121	0.16292431406268676	0.38250225388194464	0.3646407260750717
est_____________A	0.7804686102636978	0.7847523808462217	0.7543425533042111	0.8557817364924438	0.5122291295587649	0.9224569636936871	0.6740261400932392	0.9176300995385553	0.7671501631479472	0.2546848189511909	0.6644711535179549	0.9286433120222451	0.7355710226742357	0.8503498505564587	0.9304348885668073	0.8571378497291875	0.4497239694771609	0.4178886348890274	0.8188754601355425	0.694581622135799
bua_____________A	0.5067572749442836	0.6827524056073947	0.6020272692158348	0.2872526275201457	0.33846662587140125	0.7308140737802172	0.4965384596490858	0.8450986445722934	0.17457293634263676	0.17361057219444334	0.47614768652960787	0.4796188492631558	0.6029964486811569	0.43147668866701777	0.8809559997796116	0.536498869811167	0.3817528165500745	0.1397101222027538	0.7292544641520945	0.3008297035656368
mwr_____________A	0.1215212697669468	0.18069138516679176	0.4938679190269986	0.13807379893642086	0.22410363722488819	0.2935221886624171	0.17955847646177886	0.4157544893887469	0.09887049237866655	0.22209861559388047	0.28002418033864535	0.16415973347594617	0.2093652278152824	0.24029098811479874	0.2520388400123335	0.35008969298324294	0.1696555407379987	0.17285437029505707	0.24912957231295974	0.16038664259785318
kur_____________A	0.7856193705743872	0.7988149709466912	0.8020908517475017	0.40315556019257126	0.48795046118213564	0.9295214641905742	0.6498434208928414	0.9296029236676836	0.49910333652331845	0.2621291295737905	0.6530106330911203	0.7577340385659316	0.7578792369744625	0.8662067755380433	0.9333716614851252	0.8509777148084366	0.4526870461677077	0.4277035730639416	0.8387800745771489	0.4366020465976843
gon_____________A	0.10715421579412045	0.1541857481995014	0.40363159341556115	0.11835979346677777	0.19001397739220355	0.25373003795512705	0.15629550768732656	0.34581876128618605	0.08543435929355608	0.18772435891036063	0.23406429888396701	0.14304606490129015	0.17748503366138835	0.1937044914652229	0.20972183946597311	0.2966945538394075	0.15408379778632392	0.14981338984501447	0.20820185649922654	0.14288240566761046
